Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Company,Category,Topic,ML Insights Score
Pa House Of Representatives(state.pa.us),financial,paypal pay later,75
Pa House Of Representatives(state.pa.us),financial,paypal pay in 4,96
Pacific Cataract And Laser Institute(pcli.com),financial,paypal pay in 4,86
Pacifica Senior Living(pacificaseniorliving.com),financial,paypal pay in 4,79
Palmetto Health(palmettohealth.org),financial,paypal pay in 4,65
Palmetto Health(palmettohealth.org),administration,medical billing,91
Palmetto Health(palmettohealth.org),financial,paypal pay later,65
Palo Pinto General Hospital(ppgh.com),financial,paypal pay later,67
Palo Pinto General Hospital(ppgh.com),financial,paypal pay in 4,79
Palo Pinto General Hospital(ppgh.com),administration,patient payments,72
Palomar Health(palomarhealth.org),financial,afterpay,65
Palomar Health(palomarhealth.org),administration,medical billing,99
Parallon(parallon.com),administration,medical billing,97
Parallon(parallon.com),financial,paypal pay in 4,93
Park Nicollet Health Services(parknicollet.com),financial,wells fargo (wfc),91
Park Nicollet Health Services(parknicollet.com),administration,patient payments,65
Parrish Medical Center(parrishmed.com),personal finance,debt relief,65
Partners Health Management(partnersbhm.org),financial,paypal pay in 4,70
Pathgroup(pathgroup.com),administration,medical billing,65
Pathgroup(pathgroup.com),financial,paypal (pypl),93
Pathgroup(pathgroup.com),administration,patient payments,93
Pathgroup(pathgroup.com),personal finance,debt relief,62
Pathgroup(pathgroup.com),financial,klarna,62
Pathways Home Health And Hospice(pathwayshealth.org),financial,afterpay,67
Pathways Home Health And Hospice(pathwayshealth.org),financial,paypal (pypl),92
Pathways Home Health And Hospice(pathwayshealth.org),financial,paypal pay later,92
Patient-Centered Outcomes Research Institute (Pcori)(pcori.org),personal finance,debt relief,93
Patientpoint®(patientpoint.com),financial,paypal pay later,85
Patientpoint®(patientpoint.com),personal finance,debt relief,65
Patientpoint®(patientpoint.com),transactions & payments,payment solutions,75
Patientpoint®(patientpoint.com),financial,paypal pay in 4,81
Pella Regional Health Center(pellahealth.org),financial,paypal (pypl),79
Penn Medicine Chester County Hospital(cchosp.com),financial,paypal pay in 4,77
Penn Medicine Chester County Hospital(cchosp.com),financial,wells fargo (wfc),97
Penn Medicine Doylestown Health(dh.org),financial,paypal pay in 4,62
Penn Medicine Doylestown Health(dh.org),administration,patient payments,67
Penn Medicine Princeton Health(princetonhcs.org),financial,paypal pay in 4,70
Penn Medicine Princeton Health(princetonhcs.org),administration,patient payments,95
Penn Medicine Princeton Health(princetonhcs.org),financial,zippay,93
Penn Medicine Princeton Health(princetonhcs.org),administration,medical billing,62
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",financial,afterpay,91
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",financial,sezzle,90
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",financial,paypal pay in 4,98
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",administration,medical billing,90
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",administration,patient payments,77
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",transactions & payments,payment solutions,75
"Penn Medicine, University Of Pennsylvania Health System(pennmedicine.org)",financial,paypal credit,88
Penn State Health(pennstatehealth.org),financial,paypal pay in 4,67
Penn State Health(pennstatehealth.org),administration,medical billing,92
People's Arc Of Suffolk(ahrcsuffolk.org),personal finance,debt relief,65
Permenente Medical Grp(kp.org),financial,paypal pay in 4,81
Permenente Medical Grp(kp.org),administration,patient payments,77
Permenente Medical Grp(kp.org),administration,medical billing,97
Permenente Medical Grp(kp.org),financial,paypal (pypl),90
Personal Touch Home Care(pthomecare.com),financial,afterpay,81
Personal Touch Home Care(pthomecare.com),financial,paypal pay in 4,79
Pete Guenther(telocity.com),financial,paypal pay in 4,62
Pete Guenther(telocity.com),administration,patient payments,95
Pete Guenther(telocity.com),financial,wells fargo (wfc),77
Peterson Chiropractic & Acupuncture Clinics(winfirst.com),financial,paypal pay in 4,70
Pharmacy Technician Certification Board (Ptcb)(ptcb.org),financial,paypal (pypl),88
Philips Biotel Heart(cardionet.com),administration,patient payments,81
Philips Biotel Heart(cardionet.com),financial,paypal (pypl),88
Philips Biotel Heart(cardionet.com),financial,wells fargo (wfc),83
Philips(philips.com),administration,medical billing,92
Phoenix Children's(phoenixchildrens.com),personal finance,debt relief,62
Phoenix Children's(phoenixchildrens.com),transactions & payments,payment solutions,83
Phoenix Children's(phoenixchildrens.com),administration,medical billing,85
Phs Inc(phsonline.com),financial,paypal (pypl),90
Piedmont(piedmont.org),administration,patient payments,70
Piedmont(piedmont.org),financial,sezzle,97
Piedmont(piedmont.org),financial,afterpay,72
Piedmont(piedmont.org),financial,paypal credit,92
Piedmont(piedmont.org),administration,medical billing,93
Pih Health(pihhealth.org),administration,patient payments,81
Pih Health(pihhealth.org),financial,paypal pay in 4,65
Pioneer Health Services(phscorporate.com),financial,paypal pay in 4,88
Pioneer Health Services(phscorporate.com),personal finance,debt relief,100
"Pioneer Surgical Technology, Inc.(rtix.com)",financial,wells fargo (wfc),75
"Pioneer Surgical Technology, Inc.(rtix.com)",administration,patient payments,70
Planet Fitness(planetfitness.com),administration,medical billing,94
Planet Fitness(planetfitness.com),financial,afterpay,65
Planned Parenthood Federation Of America(plannedparenthood.org),financial,klarna,77
Planned Parenthood Federation Of America(plannedparenthood.org),administration,medical billing,95
Planned Parenthood Of The Pacific Southwest(pppswcareers.org),administration,patient payments,75
Planned Parenthood Of The Pacific Southwest(pppswcareers.org),financial,klarna,88
Pmmc(pmmconline.com),financial,paypal pay in 4,65
Point Dance Ensemble(esagelink.com),financial,wells fargo (wfc),75
Point Dance Ensemble(esagelink.com),administration,patient payments,72
Point Dance Ensemble(esagelink.com),financial,klarna,94
"Pos Professional Office Services, Inc.(poscorp.com)",personal finance,debt relief,81
Positive Behavior Supports Corp.(teampbs.com),administration,medical billing,100
Poudre Valley Health System(pvhs.org),administration,medical billing,98
Poudre Valley Health System(pvhs.org),personal finance,debt relief,62
Pra Health Sciences(rpsweb.com),financial,paypal pay later,70
Pra Health Sciences(rpsweb.com),financial,paypal pay in 4,62
Pra Health Sciences(rpsweb.com),administration,patient payments,90
Pra Health Sciences(rpsweb.com),financial,klarna,75
Preferred Family Healthcare(pfh.org),administration,patient payments,75
Preferred Home Care Of Ny(preferredhcny.com),financial,paypal pay in 4,72
Preferred Homecare / Lifecare Solutions(preferredhomecare.com),financial,paypal (pypl),75
Premier Health Partners(premierhealth.com),administration,medical billing,96
Premier Health Partners(premierhealth.com),administration,patient payments,72
Premier Health Partners(premierhealth.com),financial,afterpay,94
Premier Inc.(premierinc.com),transactions & payments,payment solutions,99
Premier Inc.(premierinc.com),financial,afterpay,86
Premier Medical Group(premiermed.com),personal finance,debt relief,97
Premier Surgical Associates(premiersurgical.com),financial,wells fargo (wfc),75
Premise Health(premisehealth.com),administration,patient payments,88
Premise Health(premisehealth.com),administration,medical billing,85
Presbyterian Healthcare Services(phs.org),financial,affirm,72
Presbyterian Healthcare Services(phs.org),financial,sezzle,97
Presbyterian Healthcare Services(phs.org),administration,medical billing,91
Presbyterian Healthcare Services(phs.org),financial,laybuy,67
Presbyterian Healthcare Services(phs.org),financial,paypal pay in 4,99
Presbyterian Healthcare Services(phs.org),administration,patient payments,85
Presbyterian Healthcare Services(phs.org),financial,Affirm,72
Presbyterian Healthcare Services(phs.org),financial,afterpay,81
Presbyterian Homes & Services(preshomes.org),financial,afterpay,88
Presbyterian Homes & Services(preshomes.org),administration,medical billing,70
Presbyterian Senior Living(presbyterianseniorliving.org),financial,paypal pay later,95
Presence Health(presencehealth.org),administration,patient payments,91
Presence Health(presencehealth.org),transactions & payments,payment solutions,79
Presence Health(presencehealth.org),administration,medical billing,90
Presence Health(presencehealth.org),financial,paypal pay in 4,96
Press Ganey(pressganey.com),financial,paypal pay in 4,65
Press Ganey(pressganey.com),transactions & payments,payment plan,62
Pressley Ridge(pressleyridge.org),financial,wells fargo (wfc),62
Pressley Ridge(pressleyridge.org),financial,paypal pay in 4,79
Primary Health Medical Group(primaryhealth.com),financial,paypal (pypl),62
Prime Healthcare(primehealthcare.com),financial,wells fargo (wfc),65
Prime Healthcare(primehealthcare.com),financial,paypal (pypl),62
Prime Healthcare(primehealthcare.com),financial,afterpay,92
Prime Healthcare(primehealthcare.com),administration,medical billing,93
Prime Time Healthcare(primetimehealthcare.com),financial,paypal (pypl),62
Prisma Health(prismahealth.org),administration,medical billing,86
Prisma Health(prismahealth.org),financial,afterpay,65
Prisma Health(prismahealth.org),administration,patient payments,65
Private Practice Of Psychotherapy(sirseth.net),personal finance,debt relief,98
Private Practice(drmariamoran.com),administration,medical billing,95
Private Practice(drmariamoran.com),financial,wells fargo (wfc),81
Private Practice(drmariamoran.com),financial,paypal (pypl),86
Private Practice(drmariamoran.com),financial,afterpay,92
Private Practice(drmariamoran.com),administration,patient payments,86
Proliance Surgeons(proliancesurgeons.com),financial,klarna,83
Proscan Imaging(proscan.com),administration,patient payments,70
Providence Hospital(provhosp.org),financial,wells fargo (wfc),65
Providence Hospital(provhosp.org),personal finance,debt relief,62
Providence(providence.org),administration,medical billing,96
Providence(providence.org),financial,paypal credit,77
Pruitthealth(pruitthealth.com),financial,paypal (pypl),88
Pruitthealth(pruitthealth.com),accounting,credit Management,62
Public Health Solutions(healthsolutions.org),financial,paypal pay in 4,65
Public Health Solutions(healthsolutions.org),financial,paypal (pypl),62
"Qtc Management, Inc.(qtcm.com)",administration,patient payments,65
Quantum Health(quantum-health.com),financial,paypal pay in 4,72
Quantum Health(quantum-health.com),personal finance,debt relief,70
Quantum Health(quantum-health.com),administration,medical billing,94
Quorum Health(quorumhealth.com),financial,wells fargo (wfc),85
"Radiology Associates Of North Texas, P.A.(radntx.com)",financial,wells fargo (wfc),96
"Radiology Associates Of North Texas, P.A.(radntx.com)",financial,paypal pay in 4,67
Radnet(radnet.com),financial,afterpay,67
Radnet(radnet.com),administration,medical billing,79
Radnet(radnet.com),administration,patient payments,67
Rady Children's Hospital-San Diego(rchsd.org),administration,patient payments,77
Rady Children's Hospital-San Diego(rchsd.org),financial,paypal pay in 4,65
Rady Children's Hospital-San Diego(rchsd.org),financial,paypal (pypl),92
Rady Children's Hospital-San Diego(rchsd.org),administration,medical billing,94
Rady Children's Hospital-San Diego(rchsd.org),financial,paypal credit,88
Ralph Lauren Center For Cancer Care And Prevention(ralphlaurencenter.org),financial,wells fargo (wfc),62
Ralph Lauren Center For Cancer Care And Prevention(ralphlaurencenter.org),administration,patient payments,95
Raritan Bay Medical Center(rbmc.org),administration,patient payments,75
Reedsburg Egg Company Inc.(rucls.net),financial,wells fargo (wfc),79
Regency Hospital Company(regencyhospital.com),administration,medical billing,81
Regency Hospital Company(regencyhospital.com),administration,patient payments,75
Regency Pacific Management(regency-pacific.com),financial,wells fargo (wfc),81
Regency Pacific Management(regency-pacific.com),financial,paypal pay in 4,79
Regency Pacific Management(regency-pacific.com),personal finance,debt relief,81
Regional Medical Center – Scvh(regionalmedicalsanjose.com),financial,afterpay,67
Regional Medical Center(trmchealth.org),financial,klarna,62
Regions Hospital(regionshospital.com),financial,affirm,99
Regions Hospital(regionshospital.com),financial,afterpay,97
Regions Hospital(regionshospital.com),administration,patient payments,81
Regions Hospital(regionshospital.com),financial,Affirm,99
Rehabcare(rehabcare.com),financial,klarna,83
Rehabcare(rehabcare.com),financial,wells fargo (wfc),92
Rehabcare(rehabcare.com),administration,medical billing,94
Rehabilitation Institute Of Chicago(ric.org),administration,patient payments,83
Rehabilitation Institute Of Chicago(ric.org),transactions & payments,payment plan,65
Rehabilitation Institute Of Chicago(ric.org),financial,wells fargo (wfc),70
Reliant Rehabilitation(reliant-rehab.com),financial,wells fargo (wfc),81
